,city,cuisine
6417,Las Vegas,chines
6419,Pittsburgh,chines
6421,Champaign,mexican
6429,Toronto,thai
6432,Toronto,thai
6434,Toronto,breakfast
6435,Mayfield Heights,american
6438,Calgary,japanes
6445,Toronto,american
6446,Bridgeville,barbequ
6455,Toronto,breakfast
6456,Toronto,japanes
6467,Charlotte,american
6471,Madison,japanes
6488,Las Vegas,mexican
6490,Gilbert,american
6491,Las Vegas,argentin
6500,Charlotte,american
6508,Toronto,american
6526,Las Vegas,brazilian
6528,Eastlake,italian
6530,Chandler,american
6539,Cleveland,breakfast
6546,Las Vegas,burger
6547,Toronto,vegan
6553,Toronto,breakfast
6556,Toronto,cafe
6569,Scarborough,cafe
6582,Pittsburgh,mediterranean
6583,Cleveland,mexican
6589,Peoria,burger
6602,Pittsburgh,burger
6607,Calgary,caribbean
6617,Charlotte,american
6618,Las Vegas,american
6623,Montréal,asian
6632,Calgary,cafe
6633,Toronto,thai
6636,Phoenix,japanes
6639,Montréal,vietnames
6640,Phoenix,cafe
6649,Chandler,burger
6654,Indian Trail,japanes
6664,Mississauga,japanes
6692,Montréal,french
6693,Calgary,japanes
6694,Scottsdale,italian
6696,Phoenix,american
6697,Las Vegas,burger
6704,Henderson,mexican
6708,Las Vegas,cafe
6713,Phoenix,mexican
6717,Toronto,burger
6722,Phoenix,cafe
6725,Tempe,american
6730,Toronto,thai
6736,Elyria,italian
6739,Chandler,american
6742,North York,japanes
6744,Mississauga,chines
6762,Calgary,barbequ
6777,Markham,indian
6781,Charlotte,barbequ
6785,Chandler,american
6792,Brampton,cafe
6799,Pittsburgh,italian
6803,Toronto,american
6804,Scottsdale,italian
6805,North Las Vegas,mexican
6807,Phoenix,chines
6813,Las Vegas,burger
6817,Henderson,burger
6820,Las Vegas,american
6822,Charlotte,thai
6825,Mississauga,thai
6827,Toronto,american
6828,Las Vegas,burger
6831,Las Vegas,mexican
6835,Phoenix,burger
6840,Canonsburg,american
6844,Sun Prairie,burger
6846,North York,chines
6857,Cuyahoga Falls,mexican
6862,Calgary,german
6863,Toronto,mediterranean
6870,Mesa,mexican
6871,Saint-Sauveur,french
6880,Madison,cafe
6882,Toronto,thai
6889,Etobicoke,american
6897,Toronto,american
6912,Toronto,ethiopian
6916,Cleveland Heights,american
6921,Phoenix,breakfast
6927,Newmarket,indian
6941,Charlotte,breakfast
6946,Phoenix,mexican
6953,Scottsdale,american
6954,Thornhill,russian
6965,Phoenix,vegan
6970,Pittsburgh,american
6984,Scarborough,barbequ
6991,Calgary,breakfast
6997,Toronto,chines
7018,Scottsdale,italian
7031,Toronto,chines
7035,Las Vegas,asian
7040,Toronto,thai
7049,Concord,barbequ
7056,Toronto,mexican
7069,Phoenix,japanes
7073,Mesa,american
7082,Calgary,american
7083,Rock Hill,vegan
7095,Phoenix,mexican
7114,Cleveland,american
7117,Tempe,mediterranean
7118,Mississauga,indian
7125,Phoenix,mexican
7129,Las Vegas,mexican
7132,Chandler,chines
7133,Brampton,burger
7138,Toronto,japanes
7147,Vaughan,cafe
7153,Pittsburgh,american
7166,Mississauga,burger
7170,Cuyahoga Falls,mexican
7186,Madison,mexican
7208,Toronto,japanes
7217,Oakmont,italian
7223,Chandler,italian
7235,Etobicoke,italian
7241,Phoenix,cafe
7245,Montréal,vietnames
7253,Las Vegas,asian
7258,Mayfield Heights,indian
7269,Calgary,cafe
7275,Mississauga,american
7283,Calgary,indian
7289,Calgary,american
7294,Ambridge,barbequ
7301,Charlotte,italian
7306,Calgary,mediterranean
7310,Champaign,american
7314,Gilbert,mexican
7319,Brampton,japanes
7339,Las Vegas,mexican
7341,Phoenix,american
7342,Montréal,french
7362,Calgary,vietnames
7363,Scarborough,thai
7373,Phoenix,italian
7381,Phoenix,indian
7387,White Oak,italian
7388,Markham,chines
7389,Charlotte,american
7391,Las Vegas,asian
7397,Calgary,mediterranean
7411,LaSalle,portugues
7412,Grand River,american
7415,Tempe,cafe
7420,Westlake,mexican
7424,Tempe,japanes
7439,Calgary,breakfast
7446,Richmond Hill,american
7462,Champaign,hawaiian
7464,Richmond Hill,mediterranean
7475,Homestead,american
7488,Toronto,italian
7499,Montréal,cafe
7503,Montréal,american
7510,Phoenix,chines
7517,Newmarket,korean
7524,Vaudreuil-Dorion,italian
7527,Henderson,chines
7530,Waxhaw,british
7532,Phoenix,american
7533,Toronto,chines
7538,Toronto,italian
7542,Avondale,mexican
7555,Las Vegas,burger
7587,Las Vegas,mexican
7601,Scottsdale,american
7603,Montréal,french
7605,Montréal,mediterranean
7606,Peoria,chines
7610,Las Vegas,hawaiian
7617,Phoenix,asian
7620,Chandler,japanes
7622,Henderson,burger
7624,Laval,italian
7628,Charlotte,breakfast
7629,Las Vegas,vietnames
7631,Las Vegas,thai
7638,Tempe,american
7641,Whitby,vegetarian
7655,Toronto,breakfast
7672,Phoenix,breakfast
7680,Mississauga,italian
7681,Pittsburgh,american
7682,Henderson,chines
7687,Phoenix,japanes
7688,Charlotte,vegetarian
7701,Las Vegas,hawaiian
7703,Scottsdale,mexican
7705,Mississauga,asian
7712,Toronto,lebanes
7720,Las Vegas,japanes
7725,Las Vegas,burger
7729,Woodbridge,american
7739,Sheffield Village,american
7743,Madison,american
7748,Brampton,american
7758,Toronto,breakfast
7762,Calgary,korean
7767,Pittsburgh,cuban
7771,Calgary,breakfast
7773,Toronto,french
7776,Las Vegas,mexican
7792,Toronto,cajuncreol
7793,Scottsdale,burger
7803,Phoenix,burger
7807,Toronto,cafe
7818,Phoenix,american
7830,Charlotte,mexican
7834,Henderson,hawaiian
7837,Toronto,chines
7850,Toronto,korean
7854,Markham,indian
7859,Mentor,american
7869,Montréal,caribbean
7873,Phoenix,burger
7879,Tempe,italian
7882,Indian Land,mexican
7885,Richmond Hill,american
7896,Bedford,american
7900,Montréal,french
7915,Tempe,mediterranean
7924,Champaign,burger
7925,Cleveland,american
7931,Solon,american
7934,Montréal,hawaiian
7948,Toronto,indian
7953,Pepper Pike,thai
7958,Las Vegas,breakfast
7959,Toronto,japanes
7969,Las Vegas,indian
7970,Calgary,barbequ
7977,Scottsdale,mexican
7990,Phoenix,mexican
8000,Las Vegas,mexican
8018,Charlotte,american
8032,Phoenix,mexican
8034,Scarborough,italian
8043,Toronto,vietnames
8048,Las Vegas,american
8058,Toronto,italian
8062,Pittsburgh,breakfast
8069,Charlotte,indian
8075,Pittsburgh,chines
8081,Glendale,japanes
8087,Phoenix,italian
8088,Maple,cafe
8091,Las Vegas,chines
8093,Vaughan,german
8096,Toronto,indian
8097,East York,barbequ
8103,Charlotte,american
8110,Pittsburgh,italian
8113,Montréal,american
8117,Toronto,chines
8120,Tempe,american
8125,Calgary,cafe
8128,Madison,american
8130,Calgary,mexican
8136,Las Vegas,vegetarian
8142,Pittsburgh,breakfast
8143,Toronto,burger
8157,Scottsdale,mexican
8159,Henderson,american
8171,Cleveland,barbequ
8175,Las Vegas,barbequ
8183,Las Vegas,mexican
8186,Las Vegas,burger
8194,Charlotte,chines
8196,Phoenix,vegetarian
8197,Tempe,american
8200,Mississauga,burger
8218,Toronto,breakfast
8219,Rocky View,thai
8220,Tempe,burger
8223,Toronto,mediterranean
8224,Pittsburgh,barbequ
8229,Scottsdale,vegetarian
8231,Tempe,breakfast
8234,Cleveland,american
8248,New Kensington,mexican
8254,Toronto,korean
8255,Scottsdale,american
8282,Montréal,french
8283,Charlotte,mediterranean
8284,Champaign,mexican
8286,Calgary,american
8288,Vaughan,portugues
8289,Toronto,japanes
8290,Scottsdale,vegan
8294,Gilbert,chines
8310,Phoenix,mediterranean
8332,Toronto,thai
8341,Gilbert,american
8345,Montréal,japanes
8358,Las Vegas,american
8364,Charlotte,american
8366,Montréal,japanes
8369,Tolleson,mexican
8372,Toronto,indian
8384,Medina,american
8403,Henderson,chines
8406,Phoenix,breakfast
8410,Las Vegas,mexican
8413,Charlotte,mexican
8414,Charlotte,breakfast
8436,Verona,burger
8438,Brampton,mexican
8442,Toronto,japanes
8443,Charlotte,american
8461,Chestermere,indian
8472,Chandler,mexican
8476,Mississauga,chines
8478,Toronto,turkish
8487,Montréal,burger
8504,Phoenix,mexican
8514,Calgary,barbequ
8541,Montréal,lebanes
8542,Pineville,american
8557,Montréal,cafe
8564,Toronto,barbequ
8566,Las Vegas,breakfast
8572,Toronto,thai
8574,Las Vegas,chines
8576,Lakewood,burger
8580,Concord,mexican
8582,Vaughan,burger
8588,Goodyear,american
8611,Charlotte,american
8613,Peoria,american
8617,Rock Hill,cafe
8619,Fairview Park,burger
8632,Las Vegas,indian
8639,Chandler,barbequ
8647,Oakville,american
8655,Tempe,breakfast
8658,Montréal,cafe
8661,Anjou,thai
8662,Calgary,american
8666,Scottsdale,mexican
8670,Charlotte,lebanes
8675,Madison,vegan
8678,Las Vegas,american
8680,Brampton,caribbean
8685,North Olmsted,japanes
8688,Montréal,korean
8689,Las Vegas,korean
8699,Toronto,cafe
8701,Calgary,american
8702,Madison,mexican
8719,Toronto,breakfast
8721,Las Vegas,burger
8722,North Las Vegas,mexican
8725,Las Vegas,american
8742,Markham,korean
8743,Toronto,mediterranean
8745,Las Vegas,american
8748,Medina,barbequ
8753,Toronto,chines
8756,Solon,american
8764,Toronto,chines
8773,Las Vegas,german
8781,Toronto,italian
8782,Toronto,turkish
8784,Markham,italian
8785,Charlotte,american
8787,Las Vegas,american
8788,Peoria,asian
8792,Saint-Bruno-de-Montarville,breakfast
8805,Lyndhurst,barbequ
8806,Montréal,cafe
8808,Madison,barbequ
8809,Etobicoke,burger
8821,North Royalton,chines
8829,Toronto,japanes
8831,Charlotte,breakfast
8836,White Oak,burger
8842,Cleveland,american
8845,Phoenix,mexican
8854,Cleveland,american
8855,Las Vegas,japanes
8866,Woodbridge,japanes
8871,Mc Farland,burger
8882,Phoenix,barbequ
8885,Toronto,japanes
8888,Phoenix,breakfast
8891,Las Vegas,american
8894,Calgary,breakfast
8903,Montréal,french
8909,Charlotte,cafe
8920,South Park Township,burger
8922,Brampton,burger
8933,Calgary,cafe
8940,Newmarket,british
8946,Peoria,american
8952,Saint-Laurent,mexican
8957,Madison,cafe
8960,Mesa,american
8964,Ajax,italian
8977,Phoenix,korean
8979,Peoria,japanes
8980,Mississauga,japanes
8981,Phoenix,mexican
8982,Westlake,american
8993,Las Vegas,chines
8996,Scarborough,chines
8999,Mesa,american
9006,Pittsburgh,burger
9019,Toronto,american
9028,Toronto,mexican
9029,Peoria,american
9033,Las Vegas,mexican
9045,Charlotte,caribbean
9046,Tolleson,vegetarian
9048,Toronto,italian
9061,Madison,breakfast
9068,Glendale,australian
9069,Las Vegas,japanes
9088,Henderson,barbequ
9094,Charlotte,chines
9095,Pittsburgh,american
9100,Phoenix,burger
9107,Phoenix,vegan
9114,Montréal,french
9117,Montréal,breakfast
9124,Glendale,mexican
9126,Pickering,indian
9134,Matthews,mediterranean
9140,Bedford,cafe
9142,Toronto,american
9144,Las Vegas,mediterranean
9145,King,american
9146,Las Vegas,mexican
9152,Toronto,afghan
9155,Phoenix,american
9178,Phoenix,mexican
9180,Scottsdale,american
9191,Las Vegas,cafe
9194,Montréal,chines
9197,Sharpsburg,cafe
9203,Mississauga,indian
9208,Lakewood,burger
9232,Montréal,burger
9240,Streetsboro,american
9241,Strongsville,american
9247,Toronto,burger
9258,Henderson,american
9259,Concord,burger
9284,Las Vegas,american
9295,Las Vegas,burger
9298,Pittsburgh,italian
9309,Pittsburgh,burger
9310,Moon,american
9320,Henderson,cafe
9323,Markham,japanes
9324,Fitchburg,italian
9332,Las Vegas,breakfast
9344,Fort Mill,italian
9347,Charlotte,mediterranean
9354,Calgary,breakfast
9364,Las Vegas,italian
9365,Cuyahoga Falls,indian
9373,Fort Mill,cajuncreol
9374,Las Vegas,mexican
9385,Highland Heights,breakfast
9399,Las Vegas,cajuncreol
9404,Phoenix,american
9410,Pittsburgh,american
9414,Pittsburgh,american
9424,Mesa,italian
9429,Charlotte,breakfast
9430,Allison Park,american
9432,Phoenix,american
9434,Oakville,american
9435,Middleton,burger
9440,Phoenix,chines
9441,Mentor,chines
9447,Henderson,american
9451,Pittsburgh,cafe
9453,Madison,american
9454,Fairlawn,italian
9473,Pittsburgh,caribbean
9480,Avon,american
9488,Moon Township,american
9494,Mesa,american
9503,Surprise,vietnames
9506,Montréal,barbequ
9512,Montréal,lebanes
9516,Sun City,mexican
9517,Toronto,afghan
9518,Montréal,indian
9521,Montréal,breakfast
9553,Charlotte,asian
9554,Calgary,breakfast
9557,Pittsburgh,indian
9563,Phoenix,breakfast
9569,Montréal,mexican
9578,Montréal,cafe
9585,Oakville,indian
9586,Tempe,mexican
9588,Maple,portugues
9590,Toronto,mediterranean
9593,Montréal,french
9599,Scottsdale,american
9607,Pittsburgh,vietnames
9621,Richmond Hill,burger
9629,Phoenix,burger
9631,Charlotte,thai
9632,Calgary,breakfast
9637,Montréal,breakfast
9638,Markham,chines
9641,Vaughan,burger
9645,Las Vegas,burger
9648,Las Vegas,breakfast
9649,Las Vegas,thai
9651,Pittsburgh,american
9654,Phoenix,mexican
9660,Las Vegas,chines
9664,Las Vegas,japanes
9675,Tempe,chines
9679,Strongsville,chines
9684,Mesa,burger
9688,Toronto,thai
9702,Phoenix,american
9710,Calgary,mediterranean
9713,Cleveland Heights,mediterranean
9717,Parma,italian
9719,Brampton,italian
9722,Brampton,breakfast
9724,Las Vegas,korean
9730,Richmond Hill,korean
9731,Phoenix,breakfast
9733,Toronto,burger
9736,Charlotte,italian
9739,Charlotte,burger
9760,Toronto,italian
9802,Bellevue,american
9803,Rock Hill,breakfast
9807,Phoenix,mexican
9808,Tarentum,italian
9814,Toronto,mexican
9817,Toronto,japanes
9818,Las Vegas,mexican
9819,Scottsdale,italian
9820,Calgary,indian
9823,Charlotte,american
9826,Mesa,asian
9835,Montréal,kebab
9849,Toronto,cafe
9850,Charlotte,mexican
9852,Olmsted Township,american
9860,Las Vegas,cafe
9863,Gilbert,barbequ
9864,Cleveland,mexican
9877,Lakewood,italian
9881,Henderson,chines
9892,Calgary,burger
9901,Pittsburgh,indian
9902,Montréal,french
9905,Toronto,lebanes
9917,Pittsburgh,american
9923,Akron,italian
9924,Mesa,japanes
9925,Scottsdale,american
9926,Calgary,breakfast
9928,Charlotte,american
9936,Mesa,cafe
9945,Cuyahoga Falls,japanes
9946,Phoenix,cafe
9947,King City,italian
9950,Davidson,chines
9957,Fort Mill,breakfast
9961,Mississauga,barbequ
9962,Cleveland,italian
9963,Mississauga,breakfast
9968,Cleveland,cafe
9974,Mississauga,indian
9977,Phoenix,mexican
9985,Pittsburgh,american
9986,Las Vegas,breakfast
9987,Stow,burger
10008,Henderson,american
10031,Montréal,italian
10039,Pittsburgh,vegetarian
10041,Concord,mexican
10047,Mississauga,italian
10055,Henderson,breakfast
10057,Phoenix,burger
10064,Montréal,thai
10069,Las Vegas,american
10071,Las Vegas,mexican
10072,Phoenix,american
10075,Pittsburgh,american
10079,Rock Hill,american
10082,Charlotte,breakfast
10084,Hampton Township,chines
10096,Glenshaw,thai
10102,Las Vegas,american
10104,Las Vegas,burger
10109,Peoria,vegetarian
10113,Montréal,vegan
10115,Fitchburg,american
10121,Toronto,mediterranean
10122,Georgetown,burger
10126,Pittsburgh,breakfast
10140,Calgary,burger
10145,Calgary,barbequ
10148,New Kensington,cafe
10155,Mississauga,italian
10168,Mesa,mexican
10173,Willoughby,american
10174,Streetsboro,american
10177,Moon Township,american
10204,Glendale,mexican
10209,Las Vegas,barbequ
10212,Las Vegas,burger
10223,Strongsville,japanes
10224,Mississauga,mediterranean
10225,Las Vegas,american
10229,Montréal,vietnames
10242,Ajax,vietnames
10244,Montréal,burger
10257,Mesa,breakfast
10278,Chandler,mexican
10282,Toronto,breakfast
10287,Streetsboro,american
10293,Toronto,mexican
10301,Ajax,caribbean
10303,Scarborough,italian
10305,Las Vegas,caribbean
10311,Toronto,thai
10318,Scottsdale,italian
10324,Charlotte,american
10344,Phoenix,chines
10356,Las Vegas,asian
10366,Madison,mexican
10369,Huntersville,cafe
10376,Las Vegas,vietnames
10378,Charlotte,burger
10380,Montréal,cafe
10381,Carnegie,italian
10390,Montréal,cafe
10400,Stow,burger
10401,Montréal,breakfast
10412,Brampton,indian
10435,Henderson,american
10445,Las Vegas,mexican
10450,Phoenix,italian
10457,Las Vegas,american
10458,Las Vegas,breakfast
10465,Gastonia,burger
10471,Toronto,italian
10477,Phoenix,mediterranean
10488,Surprise,chines
10492,Montréal,french
10508,Toronto,burger
10509,Montréal,breakfast
10524,Montréal,cafe
10530,Painesville,breakfast
10540,Lyndhurst,american
10546,Las Vegas,mediterranean
10552,Rocky River,breakfast
10578,Scarborough,chines
10586,Charlotte,japanes
10592,Woodbridge,italian
10602,Las Vegas,american
10606,Mississauga,indian
10608,Calgary,cafe
10614,Henderson,mexican
10616,Markham,burger
10617,Madison,cafe
10621,Mesa,chines
10623,Madison,caribbean
10640,Phoenix,mexican
10643,Scottsdale,vegetarian
10650,Huntersville,cajuncreol
10661,Toronto,cafe
10670,Toronto,indian
10680,Tempe,italian
10684,Allison Park,thai
10685,Phoenix,indian
10687,Henderson,burger
10705,Glendale,burger
10710,Twinsburg,breakfast
10725,Concord,american
10734,Las Vegas,korean
10738,Cleveland,cafe
10748,Las Vegas,japanes
10753,Tempe,burger
10754,Las Vegas,indian
10758,Ambridge,breakfast
10764,Montréal,breakfast
10786,Toronto,american
10787,Mississauga,indian
10791,Mesa,thai
10794,Toronto,asian
10799,Las Vegas,mexican
10803,Montréal,vietnames
10807,Woodmere,italian
10808,Toronto,breakfast
10809,Calgary,vietnames
10814,Montréal,asian
10815,Las Vegas,italian
10820,Las Vegas,korean
10827,Avondale,burger
10835,Toronto,thai
10836,Montréal,cafe
10842,Toronto,indian
10850,Las Vegas,cafe
10851,Akron,chines
10855,Chagrin Falls,american
10865,Kannapolis,american
10872,Charlotte,american
10876,Las Vegas,caribbean
10884,Sun Prairie,american
10906,Calgary,burger
10909,Westlake,american
10911,Toronto,japanes
10912,Calgary,breakfast
10916,Chandler,american
10923,Pineville,indian
10944,Henderson,breakfast
10949,Las Vegas,chines
10956,Mississauga,breakfast
10960,Toronto,mediterranean
10964,Saint-Hubert,breakfast
10965,Mesa,american
10969,Las Vegas,american
10971,Brampton,american
10972,Calgary,italian
10979,Scottsdale,chines
10988,Toronto,breakfast
10990,Cleveland,italian
10991,Toronto,indian
11004,Brampton,burger
11007,Pittsburgh,mexican
11008,Madison,indian
11022,North Royalton,barbequ
11027,Toronto,japanes
11034,Calgary,italian
11035,Avondale,burger
11036,Glendale,american
11050,Laval,burger
11054,Las Vegas,italian
11062,Montréal,cafe
11071,Henderson,mediterranean
11091,Kirkland,chines
11094,Toronto,burger
11096,Toronto,cafe
11099,Montréal,thai
11103,Phoenix,asian
11107,Calgary,breakfast
11115,Toronto,breakfast
11116,Glendale,cafe
11117,Chandler,vegetarian
11127,Mount Lebanon,vegan
11133,Toronto,korean
11136,Toronto,mediterranean
11137,Phoenix,burger
11141,Litchfield Park,mexican
11148,Calgary,asian
11152,Las Vegas,italian
11154,Pittsburgh,chines
11158,Madison,asian
11165,Toronto,burger
11169,Las Vegas,mexican
11173,Madison,italian
11179,Toronto,japanes
11183,Toronto,korean
11188,Dorval,thai
11206,Calgary,chines
11225,Gilbert,mexican
11227,Toronto,caribbean
11232,Henderson,thai
11233,Pittsburgh,american
11238,Brossard,vietnames
11242,Stow,cafe
11244,Las Vegas,mexican
11249,Toronto,mexican
11250,Las Vegas,mexican
11251,Las Vegas,breakfast
11264,Concord,american
11273,Phoenix,barbequ
11279,Glendale,mediterranean
11281,Las Vegas,american
11296,Montréal,vegan
11314,Toronto,chines
11317,Concord,cafe
11318,Laval,italian
11350,Toronto,burger
11364,Toronto,breakfast
11365,Phoenix,italian
11368,Calgary,japanes
11397,Gilbert,american
11409,Montréal,breakfast
11410,Montréal,cafe
11411,Las Vegas,thai
11420,Scarborough,german
11424,Richmond Hill,japanes
11444,Surprise,american
11452,Toronto,breakfast
11459,Boucherville,italian
11462,Phoenix,cafe
11468,Scottsdale,american
11469,Las Vegas,japanes
11471,Charlotte,american
11472,Glendale,italian
11473,Toronto,mexican
11475,Montréal,chines
11492,Calgary,italian
11493,Macedonia,american
11496,Montréal,chines
11505,Phoenix,mediterranean
11514,Phoenix,mexican
11516,Calgary,breakfast
11522,Montréal,breakfast
11527,Phoenix,italian
11536,Pleasant Hills,chines
11539,Champaign,american
11543,Las Vegas,burger
11548,Thornhill,japanes
11551,Phoenix,american
